Portrait of a man,anoniem,," anonymous, Northern Netherlands",nl,ca. 1550 - ca. 1560, Northern Netherlands, oil on canvas on plywood,Rijksmuseum,ca. 1550 - ca. 1560,https://lh5.ggpht.com/RkQ6N-ClnbCJlJ81aCshn-ZXNjlGBQ9h2cyCTFC1f0N7txVXEt9dh0K-f49qNUwiqpq1DL9lOrzVk-mUYV8EHAO2qM8=s0
Garden corner with nasturtiums,Richard Nicolaüs Roland Holst,," Richard Nicolaüs Roland Holst (1868 - 1938), Netherlands",nl,1891, Netherlands, oil on panel,Rijksmuseum,1891,https://lh4.ggpht.com/YKcyr-Yr869vQjEEoAH4dRE70FdS16JxPA6mRwSW-1qLRrcB19tXQZEBFTUsXAjEtOTT8kkY2NZwHTg-XeQRJsOGKPc=s0
The master builder,Richard Nicolaüs Roland Holst,," Richard Nicolaüs Roland Holst (1868 - 1938), Netherlands",nl,1919, Netherlands, casein paint on eternit,Rijksmuseum,1919,https://lh5.ggpht.com/EunEf3LraA7ceRnW7_92dzoFnNeCqch7v_B1I-4e4a2kvYXrgxEVCADpwbdgoJgYKPxRSsownAuvxDwcBCcD-X9WEQ=s0
Farmer with a haystack (1889),Richard Nicolaüs Roland Holst,," Richard Nicolaüs Roland Holst (1868 - 1938), Netherlands",nl,1889, Netherlands, oil on canvas on cardboard,Rijksmuseum,1889,https://lh6.ggpht.com/WHB_4Z_XUF-PcZkhSSfbc28wzPl8I0rvuCxN9as5AwQueCVokygQWFaBtbkp-HQNkHnFqoSw_tQdx10o6qGITP5t1vyI=s0
Reclining cow with mill,Richard Nicolaüs Roland Holst,," Richard Nicolaüs Roland Holst (1868 - 1938), Netherlands",nl,1888, Netherlands, oil on canvas on cardboard,Rijksmuseum,1888,https://lh3.googleusercontent.com/49qZsO2ugJ8fhnarEu50GV2wPPe8psrYw4042CacRQXk8w4fPivnLy31HMdaRBcqR89GjUcIJTeyhxTSvl1di72swRk=s0
Portrait of Jacob de Witt (1589-1674),anoniem,," copy after anonymous, Northern Netherlands",nl,1630 - voor 1674, Northern Netherlands, oil on panel,Rijksmuseum,1630 - voor 1674,https://lh3.googleusercontent.com/aN8v97wJ3XqtltYRexcnkML1SyxafmgmeKA3SNRC_5v2teZLJE1uHV8kXoC6RirMOb7kAW_wi1MX6ElW3E29-Ch4KFI=s0
Portrait of Pieter Hendrik van Gelder (1822-1883),Johannes Ephraim,," Johannes Ephraim (26-Jun-1838 - 13-Nov-1921), Netherlands",nl,1887, Netherlands, oil on canvas,Rijksmuseum,1887,https://lh4.ggpht.com/W2Auf_5w6FwdXO8xotu1V3ZCUqRg0ggeM9X8MZ1LIBSAmbsCCJS4DCI4zKoN_ok468Hy_fcrXbWupOjUsy0YyrhZRMBD=s0
Landscape by moonlight,Richard Nicolaüs Roland Holst,," Richard Nicolaüs Roland Holst (1868 - 1938), Netherlands",nl,1891, Netherlands, oil on canvas on cardboard,Rijksmuseum,1891,https://lh3.ggpht.com/RuouO5zta6W51nSqTpNwf00MWxFA1u6RKyeGN8H92qbiw5x6oCD_jcNM2s2-gQzonxV6THeZUYb0nNiL_VeN7x_I5zmt=s0
Portrait of Anna van den Corput (1599-1645). Wife of Jacob de Witt,anoniem,," copy after anonymous, Northern Netherlands",nl,1630 - voor 1645, Northern Netherlands, oil on panel,Rijksmuseum,1630 - voor 1645,https://lh3.googleusercontent.com/jqrD795K6UKEHZpZ_UOAqRX4ReLB6ugOXHGQ68ZHFE8w_UsUwwuD7_KoRqmigrImcXNVdOcw4CtCq-qH0bgdLl7B6Bg=s0
The Wedding at Cana,Jan Cornelisz. Vermeyen,," Jan Cornelisz. Vermeyen (c. 1500 - c. 1559), Mechelen",nl,ca. 1530 - ca. 1532, Mechelen, oil on panel,Rijksmuseum,ca. 1530 - ca. 1532,https://lh3.googleusercontent.com/geFKbX5N5IkY8He8gFgQAVODrkDLsKTsJnnEPFCXBbOyEJnf-AL3g3_JMSTMLKlReV68nXe6sRnc-oGPygMmdfg90pQ=s0
The Raising of Lazarus,Aertgen Claesz. van Leyden,," attributed to Aertgen Claesz. van Leyden (c. 1498 - c. 1564), Leiden",nl,ca. 1530 - ca. 1535, Leiden, oil on panel,Rijksmuseum,ca. 1530 - ca. 1535,https://lh3.googleusercontent.com/A1NYv8xEBevcpg9lijfe0f_MfczH-u1UjIyXtMzFjK_uca3rgCirc6kWaXEuFvL2J5OG4c2zL9QluLE6QyuGIGcuAg=s0
View with village,Pieter Lodewijk Francisco Kluyver,," Pieter Lodewijk Francisco Kluyver (22-Mar-1816 - 04-Jan-1900), Netherlands",nl,1840 - 1900, Netherlands, oil on panel,Rijksmuseum,1840 - 1900,https://lh4.ggpht.com/heT7K7oVCLGRVPhCroG0i3GP6n7dFuSynq-La9wTl9LQ3-rm7gMfR8p3Shdlgkidv39dxG4o1C6175KJKEwtjZSFIw=s0
The Marriage of Bacchus and Ariadne,anoniem,," Anonymous, Northern Netherlands",nl,ca. 1675 - ca. 1699, Northern Netherlands, oil on canvas,Rijksmuseum,ca. 1675 - ca. 1699,https://lh3.googleusercontent.com/EHOm5TWeWeWsz7uKClDD9xlOTTVGApicaQERoIHtev3AHWq4UsVXIR5BhY5h9tueKQSQizv9eR6i19nblEPpBcjIEwQ=s0
Landscape with farms,Jan van der Linde,," Jan van der Linde (03-Jan-1864 - 08-Mar-1945), Netherlands",nl,1874 - 1945, Netherlands, oil on panel,Rijksmuseum,1874 - 1945,https://lh5.ggpht.com/_satxHgGDS3karOw26tWU2jWcKRb6W97x6_0vkgMtu0iUNPPmUinSAY3rZC2JVnZZ9avKOzBuo9-TGpGhF6Y-C1QQgwo=s0
Arcadian landscape with a temple on the left and in the foreground a seated old man,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/96duZZ59s2fReaFppg3NPXOqak05S3e2tyoimeH35oMliiOKl7E5dRBZHaoOQHv6wSRoe5lySkDtgWNqGZ5dGkqAbA=s0
Three children with two dogs,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/eTWXR0rInklLT2VOQdLQjPjDhx_fwOp4xg0vkdYLkLtuiyNDH8w0QF1utgCe2DBqiw2ocS92-WPxMh5LkNjjNP5nT4o=s0
Arcadian landscape with figures by a riverbank,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/wX2Yz-5Dac3qcxLXLilK-3XWVpSwrMPctva9N_0SQfPzsx3Qbqj5Pz64NVPEPDCdgZ3ZYqW4PtAi8yfkK_X1aVYq1l9u=s0
The failed Dutch attack on Antwerp near Blokkersdijk,anoniem,," 1605, anonymous",nl,ca. 1610 - ca. 1615, Antwerp (city), Antwerp (city),Rijksmuseum,ca. 1610 - ca. 1615,https://lh6.ggpht.com/1HmvOglZDQTwd8c_GSTJokZ8FeDcyBNr8vaWlvcafJNiBrFgM0x1p_skz5Wr-12vFrqAOmWOGuDj40bv01xULOjksCQ=s0
Arcadian landscape with various figures,Jurriaan Andriessen,," on the right two children by a fountain, Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819)",nl,1771, Amsterdam, Amsterdam,Rijksmuseum,1771,https://lh3.googleusercontent.com/JXOt4KTtvSPeTowUZ9c9-YhCtk2v2IxR-oFBczCq67H0xggwRQ5LOVQfEUna81EUe9bZkG8TkVMRo6h_xTAXOaN3BRc=s0
Arcadian landscape with children with a bird and a dog,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/okkP733hy5m0GuZwJwjH3GlyZaZhJid0nGg4rGgBPWti2_RelxqclX4PxKLp_yzoD0W9wQ8rF7znF718MydFc2TZmBg=s0
Three children playing with a goat,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/UsWb_ZGMF2Apa34__mEx-x4mM_xUrwxAnFLYSCTP7KPaNDLEm4fLuTKOQV8KFYgSVy3ia01Lir-OXSY_7t_uoVTMbXU=s0
Arcadian landscape with a sleeping boy under a tree,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/97ZykxfPpbCFFcGtIGuzuR-EV_4z_U_FA5HjoD4HPE0D9SmTFeuhne-2wg-Xg4VpXHz28DoUahlfCKqjc9nLmU_2_3Ik=s0
Prince Maurits receives a delegation from Russia in 1614,Charles Rochussen,," Charles Rochussen (01-Aug-1814 - 22-Sep-1894), Netherlands",nl,1874, Netherlands, oil on canvas,Rijksmuseum,1874,https://lh4.ggpht.com/WN42wtYpEZ_VuKOrq7UUHGbTFr5INPMJqUZafvrzN4nEFf42iRjn33kKrBl4uj5f3L8iuCGZRkNiEHSYbxTC5DTksQ=s0
Jacob van Ruisdael,Albert Gerard Bilders,," sketching a watermill, Albert Gerard Bilders",nl,1864, Netherlands, Netherlands,Rijksmuseum,1864,https://lh3.googleusercontent.com/9OiIrXwMrvNdb4jvH28jKYVm2UO5TTsVFS9eLDj-j6RCm_u1AMT-4zhyUFYwQKuyyl6iW22W9bYYUTyrimfADiCRww=s0
The storming of Coevorden,Pieter Wouwerman,," 30 December 1672, Pieter Wouwerman (13-Sep-1623 - 09-May-1682)",nl,1672 - 1682, Netherlands, Netherlands,Rijksmuseum,1672 - 1682,https://lh3.googleusercontent.com/qtcC678ItSmbZlIbhO5iFBvxCAasDN7D5vqQSPlgjh_Q0tROIo7R04obLKkv8aiDIvbsy1woVu2sBAU9cVIcIs0DcDNO=s0
Arcadian landscape with a traveller,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/Muwyw56vzpyGFUV5jrU8UQbkK9q4UlaCW1p3TGRY8lerFCRLoX3sabjPZlslqmbwF4FuoNuYy3vnQj-WeEefYN0aJA=s0
Painting in grisaille with a trophy hung on a bow,Jurriaan Andriessen,," studio of Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/Q4D-YjxQpARdl-aaB5RrDvuy3Aw7CNWebD1pukoJ2N1Qnrtyzl-juWdM8bOfOOpQayLiE2Cg46TxOjZBUeR_-ML9qA=s0
View of The Hague from the Delft Canal in the Seventeenth Century,Cornelis Springer,," Cornelis Springer (25-May-1817 - 20-Feb-1891), Netherlands",nl,1852, Netherlands, oil on canvas,Rijksmuseum,1852,https://lh3.googleusercontent.com/Yu6SfXJkxPaueXq2j0xOWyaT7zgEx7_kAIQ57S-Rp1ivi4gIPUryn3vQscYgJ5xt-5ojNr3SB_x0obakOhmU0CcSew=s0
Forest landscape with travellers,Jacob Cremer,," Jacob Cremer (01-Sep-1827 - 05-Jun-1880), Netherlands",nl,1849, Netherlands, oil on canvas,Rijksmuseum,1849,https://lh6.ggpht.com/NhWbLwSGy7ltAAtY4WN3_dWN_oEjutnamgSuwY2emw1vlaPUjM1xlgI1oQRJQyAtsTVQ6u_kXl4yU714qZu8GOLg1Q=s0
Arcadian landscape with travellers,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/91ValrWsHJfi8YvIFhfPjWzwwkIY4bV00JSkjAY4cS_FfCSPlMXoHkh15ZideI5pUdTpEUvPrsNYid6l0LvoTgSwV34R=s0
Arcadian landscape with music-making and dancing shepherds,Jurriaan Andriessen,," Jurriaan Andriessen (12-Jun-1742 - 31-Jul-1819), Amsterdam",nl,1771, Amsterdam, oil on canvas,Rijksmuseum,1771,https://lh3.googleusercontent.com/x2jPvycxckMAbVyewjV0BxN865o_DKzh3BGtLbWRut38JWQxyqqqbAmu26j6a1ouM-vDGYZ81PNoIIW8285EJ_XH8dE=s0
Forest landscape with hunter,anoniem,," anonymous, Antwerp (city)",nl,1646, Antwerp (city), oil on panel,Rijksmuseum,1646,https://lh5.ggpht.com/FMvXVKdjnhG52Zia4aLAAPhneJR_CyceAZiGNzgbYQ-K-0SHB_aak0MKaSiPAYE3dhGt6QgdmfWFsP8KKqJr4ZtGqA=s0
Portrait of Isaac de Bruijn (1872-1953),Jan Veth,," Jan Veth (18-May-1864 - 01-Jul-1925), Netherlands",nl,1922, Netherlands, oil on canvas,Rijksmuseum,1922,https://lh3.googleusercontent.com/KKaxULPpLPZXg9p73UqAskX1reTMy47-5LSVuoxuFECZ2qzYzHhwd4TSfBqrCnKZTHcd7F_t_VjLruQFUlmIPdNd550J=s0
The painter George Jan Hendrik Poggenbeek (1853-1903) in his studio,Theo Hanrath,," Theo Hanrath (22-Sep-1853 - 10-Sep-1883), Netherlands",nl,1872, Netherlands, oil on panel,Rijksmuseum,1872,https://lh6.ggpht.com/ci8eK1K5ombkmnFnIUhkfYBlhD8DbKcaJEEB9QkrpQmHZWHWjNC5zZdME7hrePCRoU0VfPV_gvwTe7cjDlxHUcteLys=s0
Anemones,Floris Verster,," Floris Verster (09-Jun-1861 - 21-Jan-1927), Leiden",nl,1888, Leiden, oil on canvas,Rijksmuseum,1888,https://lh4.ggpht.com/mxUB_7du4kSwNM-AiPjog01V_KkMKgRKoATZhxB2SbINRYf2yen0S4uueHHGMwYJoxu01jrfpk_N_6addom_qT_WT2k=s0
Heinrich Gottfried Theodor Crone (1766-1855),Jan Philip Simon,," founder of the merchant company HGTh. Crone in Amsterdam, Jan Philip Simon (01-Oct-1796 - 13-Apr-1838)",nl,1810 - 1838, Netherlands, Netherlands,Rijksmuseum,1810 - 1838,https://lh3.ggpht.com/E_KFxWojg9-p2zyrk9joV6DSbsBxX7-reIrWAS5qSk1oUbgweht-iEzoKNtAif-2IqUUlGCuQQOFAf9GawuxpnZ37WU=s0
Winter view with setting sun between trees,Louis Apol,," Louis Apol (06-Sep-1850 - 22-Nov-1936), Netherlands",nl,1880 - 1930, Netherlands, oil on canvas,Rijksmuseum,1880 - 1930,https://lh3.googleusercontent.com/eAvX8DGKfuUAkjEqkTVaaDpbRk11yWdBysrmD8ecGPTVHIDmHf-4kGJDOtDdrj9rf_-sm4fto9_td-i4OeqMN4kXz1H1=s0
Allegory of the Tractate of Friendship and Commerce between their High Powers,anoniem,," the States General of the United Netherlands and the United States of America, The Hague",nl,1782 - 1785, October 7, 1782,Rijksmuseum,1782 - 1785,https://lh6.ggpht.com/OJeeCz_pulsTYOfxITKmWvNa6hahuFjjigirnvrEEKxn4N0lB7lya__FF3hDPb1-vDxecYcA85xYjBPU1H1UlZcqj7w=s0
Maria Petronella Mann (1778 - 1825),Jan Philip Simon,," wife of Heinrich Gottfried Theodor Crone, Jan Philip Simon (01-Oct-1796 - 13-Apr-1838)",nl,1810 - 1838, Netherlands, Netherlands,Rijksmuseum,1810 - 1838,https://lh6.ggpht.com/m9G3O3tDJi05lDvsr0sM4OZJPVbuwvyWzdwytZncKHzbs4dmM-AgBg78xDXBc3qqtbaA8ixd48xOipJAC_PWusr3nQ=s0
Portrait of Jacob Maris,Matthijs Maris,," Matthijs Maris (17-Aug-1839 - 22-Aug-1917), Netherlands",nl,1857, Netherlands, oil on paper on panel,Rijksmuseum,1857,https://lh5.ggpht.com/BeB_RZe6D5yTRpc6pLgl6bvd1x82VsHq865hAUFu67EFPkbg8ou3o9_ZwrNE2-IvY_yeRPemvXgeLpTp9P4IlX9tcCI=s0
Portrait of Eva Goudriaan-de Veer,Cornelis van Cuylenburgh (II),," Cornelis van Cuylenburgh (II) (1758 - 22-Sep-1827), Netherlands",nl,1776, Netherlands, oil on canvas,Rijksmuseum,1776,https://lh4.ggpht.com/yCDuewLTmpVxeSAyTPK4T8J_xkt8GC0AShCWSf8JurmC28ytal_clUyY-zJ_31KjI4b2055fOOI7vjf0Fss79DB-H5Q=s0
Portrait of the sculptor Pier Pander (1864-1919),Thomas Cool,," Thomas Cool (25-Dec-1851 - 16-May-1904), Rome",nl,1893 - 1894, Rome, oil on canvas,Rijksmuseum,1893 - 1894,https://lh3.ggpht.com/C8z1h3Gw10I9He-eE5G94wsVvEuzwsbPOUHeCiwkvR3-_HiZNvp3CywoNxb1SRAr3b_Q2gc9mTz_42Sw6pAqrgO2zw=s0
Landscape with the Conversion of Saul,Kerstiaen de Keuninck,," Kerstiaen de Keuninck (c. 1561 - c. 1635), Flanders",nl,1600 - 1625, Flanders, oil on panel,Rijksmuseum,1600 - 1625,https://lh3.googleusercontent.com/Zo8Wlxzs3Frs8RPljTpCPcGsm62M7cSv0urc2IjU0t-HXwB4IC3k4Qk8rQUa-_DVz_YbbRXThcAuSoklF62ROO0k-mQ=s0
Portrait of Hortense de Beauharnais,Anne-Louis Girodet-Trioson,," Queen of Holland, Anne-Louis Girodet-Trioson (29-Jan-1767 - 08-Dec-1824)",nl,ca. 1805 - ca. 1809, Paris, Paris,Rijksmuseum,ca. 1805 - ca. 1809,https://lh3.googleusercontent.com/Ml1CYAC9mV-ASxeYXEQZ4lMQcCVPW4wqY0dk54b76nAq6FZ3LX6VsyVSh-XvoPT3Qk30rnV7_f8q9h6Fj7VeX2aAIdb3=s0
Amsterdam as the center of world trade,Pieter Isaacsz.,," Pieter Isaacsz. (1569 - 14-Sep-1625), Amsterdam",nl,ca. 1604 - ca. 1607, Amsterdam, oil on panel,Rijksmuseum,ca. 1604 - ca. 1607,https://lh3.googleusercontent.com/28u97kC5VZbo1fzyXNiljkYW3CLxL-5NLhN3MHAfmxAlCsTRoOhOSZ_RRM8TPefwEI_PsalKTNhytcjuQQki5ExfIXB8=s0
The army camp in Rijen,anoniem,," anonymous, Netherlands",nl,1831 - 1835, Netherlands, oil on canvas,Rijksmuseum,1831 - 1835,https://lh3.googleusercontent.com/re2AodO5KdaYmDzywUY9Rjcv2D6EPhhJrJoCQQXGVeuMK3oSnzZFJVYUw6eVFm9sHjCFO0XVMXW8uFqk5aMGRLBec1o=s0
Portrait of Dr. PJH Cuypers (1827-1921),Thérèse Schwartze,," Thérèse Schwartze (20-Dec-1851 - 23-Dec-1918), Netherlands",nl,1885 - 1918, Netherlands, oil on canvas,Rijksmuseum,1885 - 1918,https://lh3.googleusercontent.com/LS6yh8g59FXgcbmKJulyiGJAixyxlP52WlqF0SYwKjIxYWNTCVPyE7l2BX4vRSDiJKSsNTHpgiW8xgImWw-d4SClVg=s0
Portrait of a wounded KNIL soldier,Isaac Israels,," self-signed Isaac Israels (03-Feb-1865 - 07-Oct-1934), Harderwijk",nl,1882, Harderwijk, oil on hardboard,Rijksmuseum,1882,https://lh3.googleusercontent.com/nQNU6Vqc3Je4uCQXjBNGMR8-ewZJAaRsfjCmqCSwrV0fTPSBxIMNChi8EBMs9LklRbSgqedjS7ocBrDUGNx7qp3xnw=s0
Christ the Savior,anoniem,," Anonymous, Southern Germany",nl,ca. 1500, Southern Germany, oil on panel,Rijksmuseum,ca. 1500,https://lh5.ggpht.com/zHv8ST72KaoY863GVjS0ksPYpfxLHkXdQti9He7OpH631-VOfy2NzIB-1p-mJWQh0XwTUc36Nxnu0K0rTL8sVL-hO1oy=s0
Sand excavation,Johannes Tavenraat,," Johannes Tavenraat (20-Mar-1809 - 02-Apr-1881), Netherlands",nl,1839, Netherlands, oil on paper on hardboard,Rijksmuseum,1839,https://lh6.ggpht.com/IMRI-aoJROIyyBH0PWReIYK7K-tPUD7wf7DwWGElGJh27pXaqcowA0K4tZGq1yrj9_QtxiyOdKjgvuWiF0it7wfSFUY=s0
View in the park of the Villa Chigi near Ariccia,Abraham Teerlink,," Abraham Teerlink (05-Nov-1776 - 26-May-1857), Rome",nl,1822, Rome, oil on canvas,Rijksmuseum,1822,https://lh3.googleusercontent.com/TRu9Ze2X-sv_dpkNO9HIpShNG-qibb-XncU2n_vVT4sgzin3bEfBfJ_1M-lEmuzeF9pBCLWIc65kp7RcgOkCT4g0nDyJ=s0
The painter in his studio,Anthony Oberman,," Anthony Oberman (25-Jul-1781 - 20-Oct-1845), Netherlands",nl,1820, Netherlands, oil on canvas,Rijksmuseum,1820,https://lh3.googleusercontent.com/v9yYWLlBrBusIJlywWeFgtHVsz1C_9qOp6cBO_LqJFwLI0jSA6AAL_NaD8Ny1zIMKvRxt3TElyE2xJbEc0erHRawNPo=s0
Dutch merchant with two enslaved men in\nhilly landscape,anoniem,," anonymous, Indonesia",nl,1700 - 1725, ? Indonesia, oil on canvas,Rijksmuseum,1700 - 1725,https://lh3.ggpht.com/2n6MDIba6Z9dQpvS9eTYYmV8DRCC5ORkCGQAeTQNb7JBLw4qD9YX1DOGFnDipQdANBcytVzekaPpGERU7bPUrkzG5JA=s0
Maria,anoniem,," anonymous, Southern Germany",nl,ca. 1500, Southern Germany, oil on panel,Rijksmuseum,ca. 1500,https://lh4.ggpht.com/R36iKX-RnmD0h3_UoxRLHsi5JVYwsVbstuaPv7RbgSJOcAL-DeAb0JbWEAgSWkxKrfnK2oqdwKi365tirdp15ZYNQPQ=s0
Portrait of Dina Lems,Daniel Vertangen,," wife of Jan Valckenburgh, self-signed Daniel Vertangen (04-Jan-1601 - 1684)",nl,ca. 1660, Amsterdam, Amsterdam,Rijksmuseum,ca. 1660,https://lh3.googleusercontent.com/i_Q8-9ooXILCOguj6-aWGVkxRRJ7QTSyR-dx_EKdhNvaM-3C06IJizzziTCl3xG_xcaiLKADXdmSb5YVXtlnUaOMw1yT=s0
Portrait of Jan Valckenburgh and an enslaved servant,Daniel Vertangen,," self-signed Daniel Vertangen (04-Jan-1601 - 1684), Amsterdam",nl,ca. 1660, Amsterdam, oil on canvas,Rijksmuseum,ca. 1660,https://lh3.googleusercontent.com/i0lTAbnhEtGogIbN4ixwqdy9wsLyiMrbAAwViQtI5JBcD92_GkGit5639jbAtLn4p-6DkuHnJqLD--o2ARbDTfKKog=s0
Jacoba van Beieren (1401-1436),anoniem,," Countess of Holland and Zeeland, anonymous",nl,na ca. 1480, Northern Netherlands, Northern Netherlands,Rijksmuseum,na ca. 1480,https://lh3.googleusercontent.com/udS6AdmLbyr7u8NUMOgcWcTqYjlMM9RCejunpAkVaPEF4rqqWwVjj5jAMhhHkZYX2SBYZYblkP2eBDrQjWEvr7_FMg=s0
The Calvary,Pseudo Jan Wellens de Cock,," Pseudo Jan Wellens de Cock, Leiden",nl,ca. 1520, Leiden, oil on panel,Rijksmuseum,ca. 1520,https://lh3.googleusercontent.com/h2oqFIrn0PN4I14zXDcxOLx5Zq9T7sKeMczitVMApIPAbf74UVtNKdxMWBr1BDULEgwE5O8cYEwOOW_VzXlV0l7SGFs=s0
Portrait of the family of Adrianus Bonebakker with Dirk L. Bennewitz,Adriaan de Lelie,," self-signed Adriaan de Lelie (19-May-1755 - 30-Nov-1820), Northern Netherlands",nl,1809, Northern Netherlands, oil on canvas ,Rijksmuseum,1809,https://lh3.googleusercontent.com/K66IktQgbV7mm8FJpiCCZ2Jk8RcTve9mgXVG2msUajjQQR2EKrKHVDJAJwLEx_zA0X3GWr9tVlc5tUI2SlO4puUxRw=s0
View of the Gardens of Villa Medici,Michel-Martin Drolling,," Michel-Martin Drolling (07-Mar-1786 - 09-Jan-1851), Rome",nl,1811 - 1816, Rome, oil on canvas,Rijksmuseum,1811 - 1816,https://lh3.googleusercontent.com/Hgkq5lNGjaPNdRS7YD73XwIYtAZ5qEhpw56jqi_gzdN1R7vuqZBnDxbDD9CNy8an3q5Ac-qW71wJcrGe7KZAjAkH0Q=s0
View of the Golden Bend in the Herengracht,Gerrit Berckheyde,," Gerrit Berckheyde (06-jun-1638 - 14-jun-1698), Amsterdam",nl,1671 - 1672, Amsterdam, oil on panel,Rijksmuseum,1671 - 1672,https://lh3.googleusercontent.com/Rvymv3LXhOcFOVnZpZSGoUJ8oMGjFyOmc-Ys43EMqe9QfpJYc4j5Mg9B8goHKH8gwJSKAhTDj2VeT2T3s8Sn1eu2QrY=s0
Oostzijdse windmill on the Gein by moonlight,Piet Mondriaan,," self-signed Piet Mondriaan (07-Mar-1872 - 01-Feb-1944), Netherlands",nl,ca. 1903, Netherlands, oil on canvas,Rijksmuseum,ca. 1903,https://lh3.googleusercontent.com/mFz6IniDfFsRJefOJKRMXHyG8oovlPe8rTCaxKcvcrTt2o8aki_f7f_E1qqDHrl16ZMrlmeJAYpPpCjjEaOV2iGllQ5W=s0
Portrait of Jan van Huysum,Arnold Boonen,," Arnold Boonen (1669 - 02-Oct-1729), Northern Netherlands",nl,ca. 1720, Northern Netherlands, oil on canvas,Rijksmuseum,ca. 1720,https://lh3.googleusercontent.com/zjPmEcPC1KFd7nrkek7rYrRQepPyTu7AFf1JqeMiJ6m-AkOYCVHjpDr9SmmHDHdgJ1gN2gPQO18sR-lntTAOaST5EQ=s0
Portrait of an unknown man,Jan Jansz Mostaert,," Jan Jansz Mostaert (1485 - 1553), Mechelen",nl,ca. 1525 - ca. 1530, Mechelen, oil on panel,Rijksmuseum,ca. 1525 - ca. 1530,https://lh3.googleusercontent.com/tiR09-ZW7ykk4BoZtNyV1cdvZNhgf537iC7YCUOr2JcUVyQK-qTwVbVTLY9b0wp_5ddjigC6p1DDKII6k-K-K-72-yuQ=s0
Fantasy Landscape with Saint Carlo Borromeo,Henry Ferguson,," Henry Ferguson (1665 - 1730), France",nl,ca. 1700 - ca. 1720, ? France, oil on canvas,Rijksmuseum,ca. 1700 - ca. 1720,https://lh3.googleusercontent.com/vlyX61XGYhaadY3C8Bf3abDxyXrLCv3TICD93LjNERio0vXuEoow-PcL-YHZpDy6IyI8LxjpI-0J2U_OK_arYtk6w0Y=s0
Hugo de Groot at a young age,Arnoud van Halen,," Arnoud van Halen (1673 - 15-Jul-1732), Amsterdam",nl,1710 - 1719, Amsterdam, oil on pewter in gilt lead frame on wood frame,Rijksmuseum,1710 - 1719,https://lh5.ggpht.com/bqIfSy-2qC7SrQp_tfjRmDVwse7LH2ZbJZkD9K_JoaXTIyZzSLA_IfmMWHjpc64znj73G3u7Z1xvhIRhCuDQVf-D_tc=s0
Portrait of Frank van Borselen (c. 1390-1470),anoniem,," Lord of Sint Maartensdijk, Anonymous",nl,na ca. 1480, Northern Netherlands, Northern Netherlands,Rijksmuseum,na ca. 1480,https://lh3.googleusercontent.com/AVXaP0tuMf9zLdB4B6UW_OUCwMmeZyvx9-kG4moPZAVITB5RcRUemcmv5t7XS1fwdYKPXmiJQ5MiE-JX_HkNe0H2cWo=s0
Arcadian landscape with setting sun,Daniël Dupré,," Daniël Dupré (20-Dec-1751 - 04-Jun-1817), Amsterdam",nl,1792 - 1809, ? Amsterdam, oil on canvas,Rijksmuseum,1792 - 1809,https://lh5.ggpht.com/Lpa9xn-t2T5o-FQkrH42iIf5VTi-OL5kdpN6_R3xv55HAfXNLLYzoVkSZPr2r5TO0hqurYmOGFrkZXVV24aLm6UcczXM=s0
